epoch,total_loss,recon_loss,forecast_loss,kld_loss
44,0.11784943125464699,0.008538523900576613,0.20827983726154675,0.5170988277955488
45,0.1165178580717607,0.00798698840662837,0.20684495297345248,0.510839278047735
46,0.11595780808817256,0.007683594414794987,0.2064652063629844,0.5041610192168843
47,0.11625615100968968,0.008165743836963718,0.2062306675043973,0.49750731749968097
48,0.11562844839963046,0.00781305663456971,0.2057940729639747,0.49183548851446673
49,0.11548090997067365,0.007647793316705661,0.20600399510426956,0.48311199925162573
50,0.11509484594518488,0.0075134330175139685,0.20568688078360123,0.47379726984284143
51,0.11774568462913687,0.008758503520353273,0.2086341313340447,0.4670114896514199
52,0.11966524611819875,0.010671123608269474,0.20879961414770645,0.45943174037066375
53,0.11923129517923702,0.010314231569116766,0.2087516730481928,0.4541226571256464
54,0.11798362027515065,0.009604727891697125,0.2077441323887218,0.4506824152036147
55,0.1174440627748316,0.009285679214041342,0.20736811377785422,0.4474327103658156
56,0.11515600505200299,0.007708821530369195,0.20604464682665738,0.44248602065173065
57,0.11351583694869821,0.007254786789417267,0.20383697070858695,0.4342565590685064
58,0.1145057583397085,0.007811882914128629,0.2047984329136935,0.4294660579074513
59,0.11425185068087144,0.007408449510959062,0.2052846456115896,0.42010790651494806
60,0.11516420272263614,0.008100968743251129,0.2059034745801579,0.41114980524236505
61,0.11320095373825594,0.006905879063362425,0.2044786512851715,0.40557498010722076
62,0.11249891533093019,0.006252440200610595,0.20452623882076956,0.3983356546271931
63,0.11157138442451303,0.005843330344015902,0.20361844247037714,0.39188325676051056
64,0.11132103949785233,0.005848615557294001,0.20327510752461173,0.38348692655563354
65,0.1115382036024874,0.006051369434730573,0.2035521919077093,0.3710737851533023
66,0.11181527308442375,0.0062062433836135,0.20395887846296484,0.36295900832523
67,0.11311755600300702,0.007162676065821539,0.20480403710495343,0.35528598861260846
68,0.11232163079760292,0.006666636560112238,0.20428205891089005,0.3513964360410517
69,0.11401675235141408,0.007961845194751566,0.20517957075075668,0.3465122580528259
70,0.11556678197600624,0.008763096803291277,0.2066964344544844,0.34554673866792157
71,0.1163593672893264,0.009796299548311667,0.20622784034772354,0.34491474249146203
72,0.11578250269998204,0.008997568352655931,0.20668183131651444,0.34440184181386774
73,0.11298671432516792,0.007602288049053062,0.20390696010806345,0.3430947146632455
74,0.11205649714578282,0.00645635865459388,0.20433688976547934,0.34316919337619434
75,0.11093186316165057,0.005763016344810074,0.20350170812823556,0.34179931608113373
76,0.11051038788123564,0.005708803846077485,0.20290031758221713,0.33514256098053674
77,0.11225419694727118,0.0068458950739692555,0.20427364652807062,0.3271478604186665
78,0.11260476911609824,0.006933721248060465,0.20494714108380405,0.3197478272698142
79,0.11258086629889229,0.006957010620019652,0.2049411724914204,0.31532701579007233
80,0.11156742816621606,0.0065588679333979435,0.20383226329630072,0.30924294753508136
81,0.11229969425634904,0.007149613377722827,0.20416215333071622,0.3069004010070454
82,0.11380436474626715,0.007848619271747091,0.20579099384221164,0.30602475187995215
83,0.11346478760242462,0.007990693969821388,0.20490798354148865,0.3020102381706238
84,0.11275159906257283,0.0073087075301869345,0.204899246042425,0.29932681267911737
85,0.11368957161903381,0.007780653339895335,0.20585017719052054,0.29838312485001306
86,0.11199161410331726,0.0069449292919175195,0.20424360578710382,0.2924881333654577
87,0.11212325367060574,0.007142304993149909,0.20405913076617502,0.29513832655819977
88,0.11086426133459265,0.00629558316855268,0.20337947661226446,0.2878940159624273
89,0.11156837235797536,0.006694894495674155,0.20395601879466663,0.2895469313318079
90,0.11062553050843152,0.005997852083634247,0.20359628850763495,0.2829533869569952
91,0.10980707068334926,0.005594587588513439,0.20284325832670386,0.2790854735807939
92,0.108871306208047,0.005021493627943776,0.20224647359414535,0.27265755425799976
93,0.10899188640442761,0.005208981519734318,0.20226778767325662,0.2649010663682764
94,0.10976074161854657,0.0056159076365557585,0.2031636956063184,0.25629849054596643
95,0.10876609114083377,0.0051216976293786,0.2022320181131363,0.2528385587713935
96,0.1088631349531087,0.005365736359222369,0.20202188871123575,0.24864530563354492
97,0.1097762943668799,0.005813657433133234,0.20304471796209161,0.2440277703783729
98,0.11274262043562802,0.007961069530045444,0.2046700038693168,0.24465501985766672
99,0.11323679035360162,0.00797593178735538,0.2056757238778201,0.24229968677867542
100,0.11130666123195128,0.006969046694311229,0.20370835743167184,0.24834362214261835
